ID,ratemo_1,ratemo_2,ratemo_3,ratemo_4,ratemo_5,ratemo_6,ratemo_7,ratemo_8,ratemo_9,ratemo_10,ratemo_11,ratemo_12,ratemo_13,ratemo_14,ratemo_15,ratemo_16,ratemo_17,ratemo_18,ratemo_19,ratemo_20,ratemo_21,ratemo_22,ratemo_23,ratemo_24,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,q_gender,GEN,q_age,ARE,q_MAR,q_CHI,crt_bat,crt_widget,crt_lake,crt_bat01,crt_bat_int,crt_widget01,crt_widget_int,crt_lake01,crt_lake_int,crt_correct,crt_intuitive,crt_1st,crt_2nd,crt_3rd,crt_sup
cp83heiw,4,2,4,4,1,4,1,1,4,1,3,4,2,5,2,4,4,4,2,4,3,3,2,1,3,5,2,5,7,3,2,7,2,6,male,30s,33,Tohoku,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,1,3,2,1
7u9bokzn,2,2,3,2,5,1,3,4,4,5,4,4,4,1,5,1,3,3,3,1,3,3,5,5,4,3,4,3,3,4,6,5,5,4,male,50s,50,Kanto,Married,Child,5,5,24,1,Correct,1,Correct,0,Intuitive,2,1,1,3,1,1
g1dk7xji,2,5,2,4,4,3,2,3,5,3,2,5,2,4,4,3,4,5,2,3,2,2,4,3,3,4,1,4,4,6,5,7,4,7,male,40s,47,Chugoku,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,2,1,1,1
6jydkw92,1,1,5,1,5,1,4,3,1,2,5,1,4,5,5,1,1,2,5,1,1,4,5,5,1,2,3,5,4,1,5,7,1,1,female,30s,31,Kyushu,Married,Child,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,3,2,2,3
onzt78fr,3,3,2,3,4,3,2,3,4,1,4,2,4,5,4,4,2,3,3,3,3,3,4,2,3,5,3,4,2,3,4,4,5,4,male,40s,41,Kanto,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,3,3,1
yqnr8yvw,5,3,4,5,2,1,5,2,5,5,5,1,3,2,4,2,2,2,2,1,2,4,3,4,2,3,7,6,2,3,7,1,6,4,male,50s,51,Kanto,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,1,1,1
yznvif4c,2,4,2,4,4,4,4,2,4,2,4,4,2,4,2,4,4,4,2,3,4,2,2,2,1,3,2,2,3,5,4,5,5,5,male,50s,52,Kanto,NotMarried,NoChild,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,3,2,3,3
hvsb7wkj,4,5,4,4,2,4,3,1,2,1,4,1,3,5,2,5,1,2,3,4,2,3,2,1,5,2,5,2,6,4,2,4,6,1,male,40s,45,Kinki,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,3,1,2,2
6kuebb6j,2,4,2,3,4,2,3,3,5,3,4,3,2,2,4,2,4,3,2,2,3,2,4,3,3,3,3,5,5,5,3,5,3,5,male,50s,54,Chugoku,Married,Child,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,1,2,3
w9ccgndb,4,2,4,4,2,2,4,2,2,2,4,2,4,4,2,3,2,2,4,4,4,2,2,2,5,2,3,2,3,5,6,1,6,2,male,50s,51,Kinki,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,1,2,3
366kmx9v,3,3,5,2,4,3,4,5,1,1,1,1,4,5,4,3,3,3,5,3,3,3,3,2,3,2,3,2,3,1,1,1,1,1,female,20s,25,Tohoku,Married,NoChild,210,100,24,0,Other,0,Intuitive,0,Intuitive,0,2,3,3,1,3
huacwsyy,1,3,4,2,5,1,4,5,4,4,2,3,4,4,5,1,3,2,3,1,1,3,5,5,1,1,3,6,2,7,7,3,7,6,male,30s,37,Kyushu,NotMarried,NoChild,160,100,24,0,Other,0,Intuitive,0,Intuitive,0,2,3,3,3,1
8x8belb0,3,4,4,3,2,2,4,2,3,2,4,3,4,4,2,4,4,4,3,2,4,3,2,2,6,5,3,6,3,2,4,6,2,6,female,40s,40,Kanto,Married,Child,10,5,36,0,Intuitive,1,Correct,0,Other,1,1,1,2,3,3
4bjvnga7,1,2,4,2,4,2,3,4,3,3,4,3,4,4,5,3,2,3,4,1,3,3,4,3,1,4,2,6,4,6,4,5,3,4,male,40s,44,Kanto,NotMarried,NoChild,5,5,24,1,Correct,1,Correct,0,Intuitive,2,1,1,2,2,2
nqz2gg5t,3,3,3,2,3,2,4,3,1,3,3,5,1,4,3,3,5,5,1,3,1,1,3,3,3,4,4,5,2,4,5,6,4,4,male,50s,55,Kyushu,Married,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,4,3,1,2
4t7rqhjw,4,4,4,4,4,2,4,2,5,2,2,4,1,4,4,3,2,4,2,3,3,2,2,2,3,4,6,6,5,4,6,2,5,2,male,50s,59,Kanto,Married,Child,10,100,5,0,Intuitive,0,Intuitive,0,Other,0,2,3,2,2,3
krexb0o1,4,3,3,4,2,3,3,2,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,5,6,3,5,6,3,4,3,female,40s,46,Chubu,Married,Child,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,1,1,1
hwlwlhe3,4,5,3,4,2,3,2,2,5,2,4,3,4,4,3,4,5,5,2,3,1,2,3,2,1,2,4,5,2,6,6,3,6,4,female,40s,41,Chubu,Married,Child,10,100,47,0,Intuitive,0,Intuitive,1,Correct,1,2,2,3,3,4
9pbd7v9l,2,4,2,4,2,2,2,2,4,3,2,4,2,4,4,2,4,4,2,2,2,3,2,4,2,5,2,6,3,7,6,2,2,5,female,30s,31,Kinki,Married,Child,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,3,1,2
334syj6l,3,4,3,4,2,3,1,1,5,1,4,4,2,5,3,5,4,5,2,5,1,3,3,1,3,2,4,5,3,5,5,3,5,6,female,40s,48,Kanto,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,2,2,1
1v98mfbt,1,4,3,3,3,2,3,4,3,2,3,4,3,4,3,4,3,3,3,3,3,3,2,2,2,1,5,6,3,4,5,5,3,5,male,40s,47,Chugoku,Married,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,1,1,1,1
xgpxqfni,3,4,3,3,3,3,2,3,4,2,3,3,3,4,3,4,3,3,3,3,2,2,3,2,3,4,6,6,4,5,5,3,4,3,female,30s,30,Kanto,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,4,3,2,1
ijx08emq,4,4,4,4,2,4,3,2,5,2,3,2,2,3,3,4,3,4,2,4,3,2,2,4,3,3,5,3,2,2,5,5,4,3,female,50s,51,Kanto,Married,Child,5,5,47,1,Correct,1,Correct,1,Correct,3,0,2,3,3,3
riftkycc,2,4,4,3,3,1,4,2,2,2,2,5,2,5,3,4,4,3,3,2,2,2,3,3,6,5,4,4,6,1,5,6,2,4,female,50s,52,Tohoku,Married,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,3,1,3
hoo25udu,4,3,3,4,2,3,4,2,3,2,3,3,3,4,2,4,3,2,3,4,2,2,2,2,4,4,4,4,4,3,5,3,4,3,female,30s,36,Kinki,Married,NoChild,10,100,47,0,Intuitive,0,Intuitive,1,Correct,1,2,3,3,3,3
n0ys9q3l,1,4,3,2,5,1,3,4,4,2,3,4,3,3,5,1,4,5,2,1,3,1,5,5,1,7,1,7,5,4,2,7,2,6,male,20s,23,Kanto,NotMarried,NoChild,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,1,2,2,3
sypy0q8o,4,4,5,4,2,4,4,2,2,2,4,2,4,4,2,4,2,2,4,4,3,4,2,2,2,2,6,6,6,6,5,3,6,2,male,40s,40,Kinki,NotMarried,NoChild,10,100,96,0,Intuitive,0,Intuitive,0,Other,0,2,2,3,3,3
ehki2j76,4,3,4,4,2,1,4,4,3,3,3,4,3,4,4,3,3,3,3,2,3,2,4,3,3,4,6,5,5,6,6,3,5,5,female,50s,50,Kinki,Married,Child,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,3,3,1,2
15pcfgia,4,4,3,4,2,3,2,2,3,1,3,2,2,4,3,4,4,3,3,4,2,3,2,2,6,3,4,5,3,2,3,4,4,3,male,40s,49,Kanto,Married,Child,10,5,23,0,Intuitive,1,Correct,0,Other,1,1,3,1,1,3
g0gr5kfs,2,4,4,3,4,3,2,2,4,2,4,4,4,5,4,4,2,4,3,3,3,4,4,4,2,3,2,6,5,5,4,5,3,5,male,40s,40,Shikoku,Married,Child,5,5,2,1,Correct,1,Correct,0,Other,2,0,3,2,1,2
k5l2kp7g,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,5,5,5,5,5,5,5,male,40s,43,Chubu,Married,Child,10,20,12,0,Intuitive,0,Other,0,Other,0,1,3,3,2,2
qitp1ebe,3,4,2,3,3,1,4,2,4,5,4,3,4,3,5,3,3,4,5,2,2,2,4,5,1,5,1,6,6,7,1,7,3,6,male,40s,45,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,3,2,3
c38escf0,2,4,3,2,3,2,2,4,4,3,4,2,3,5,4,2,3,4,3,2,2,3,4,3,4,3,7,6,6,5,5,5,5,6,male,30s,32,Kanto,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,2,1,3
d06pp267,5,4,3,5,2,4,4,1,4,2,4,2,2,5,2,5,2,4,2,4,2,2,2,2,3,2,5,5,5,5,5,3,5,2,male,30s,39,Kinki,Married,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,4,4,4,3
magu990m,2,2,3,3,3,3,3,3,1,5,3,4,4,2,2,4,4,4,1,2,3,3,4,4,2,3,3,4,4,4,4,1,5,5,male,50s,54,Kinki,Married,Child,10,100,47,0,Intuitive,0,Intuitive,1,Correct,1,2,2,2,2,3
yhis9mky,4,3,5,4,3,2,4,4,3,3,4,1,3,4,2,3,3,1,3,2,3,3,3,5,2,1,4,4,5,6,6,2,4,3,male,20s,23,Chubu,NotMarried,NoChild,5,100,24,1,Correct,0,Intuitive,0,Intuitive,1,2,4,3,1,3
nza4wvk8,2,1,4,2,4,3,2,3,3,3,4,4,4,4,5,3,3,3,3,3,3,4,5,3,1,4,4,5,2,6,5,5,4,3,female,50s,57,Tohoku,Married,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,1,1,1,4
0tjibbvu,4,4,4,4,2,3,4,2,3,3,2,3,2,4,2,4,4,4,2,4,2,2,2,2,5,4,5,3,5,3,4,4,4,3,male,40s,45,Kanto,Married,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,2,4,2,2
4a37hiog,4,3,3,4,2,3,4,2,4,2,3,3,3,4,2,4,3,3,3,4,3,3,2,3,2,4,3,5,4,5,5,4,3,5,male,40s,44,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,2,4,3,2
su1qjuh5,2,3,4,3,2,4,2,4,2,2,4,4,5,5,2,4,1,2,5,4,2,5,4,5,6,5,2,6,7,2,2,3,5,6,female,30s,38,Kyushu,Married,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,3,2,1,3
1luig75p,5,4,4,4,1,3,3,2,3,3,2,5,2,5,2,4,4,3,2,3,3,3,2,3,3,5,6,2,4,6,6,2,5,4,male,40s,41,Tohoku,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,3,3,3
adslytt3,2,3,3,3,2,2,3,2,3,2,4,3,3,4,2,4,3,3,3,4,3,4,3,1,3,2,5,6,6,5,3,4,5,2,female,50s,53,Kanto,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,2,2,1,2
2h5byezc,4,2,4,4,4,4,4,4,4,2,4,3,4,4,2,4,2,4,4,4,2,3,3,2,5,2,2,5,6,5,5,7,5,5,female,30s,31,Chubu,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,3,3,3
5llze9e6,4,3,3,5,2,4,3,1,3,2,3,3,2,4,2,4,3,3,3,4,3,2,2,2,5,2,5,2,4,3,5,3,5,3,female,30s,36,Kanto,Married,Child,10,1,47,0,Intuitive,0,Other,1,Correct,1,1,3,3,1,3
xsy7598c,4,2,4,4,2,2,5,2,2,2,4,5,4,4,2,4,2,2,4,3,4,4,2,4,2,1,2,4,5,6,6,6,3,2,male,40s,42,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,2,1,1
6nerxt5q,4,5,3,5,2,4,4,2,5,2,3,4,2,4,2,5,4,3,2,3,2,2,2,1,2,2,4,5,6,6,6,6,5,5,male,40s,43,Shikoku,NotMarried,NoChild,5,5,24,1,Correct,1,Correct,0,Intuitive,2,1,3,1,2,4
ux6l7g7s,2,4,2,2,2,2,2,4,4,3,2,3,2,3,4,2,3,3,2,3,2,2,4,4,3,2,5,3,3,5,5,3,5,5,female,40s,49,Chugoku,Married,Child,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,1,2,2
2b6w18uu,3,3,3,3,3,2,3,3,4,3,3,4,2,3,3,3,4,4,2,3,2,2,3,3,4,4,4,4,4,4,3,4,4,4,male,40s,49,Kanto,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,3,3,3
e5fjrpwv,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,4,4,4,4,4,4,4,4,4,4,male,40s,47,Kanto,NotMarried,NoChild,0,5,24,0,Other,1,Correct,0,Intuitive,1,1,3,3,3,2
1y7r929d,5,5,3,5,1,2,1,1,4,1,1,5,1,5,2,5,5,5,1,4,2,2,2,1,2,3,7,5,7,7,7,3,4,1,male,40s,41,Kanto,NotMarried,NoChild,10,100,47,0,Intuitive,0,Intuitive,1,Correct,1,2,1,3,3,1
j7qx47jd,4,5,2,5,2,4,3,2,5,1,1,5,2,5,2,4,5,5,1,4,2,1,2,1,4,2,5,3,6,5,7,4,6,7,male,40s,46,Kanto,NotMarried,NoChild,5,100,24,1,Correct,0,Intuitive,0,Intuitive,1,2,3,2,4,3
wjrgx5fi,4,4,3,4,2,3,3,3,4,2,3,2,3,4,4,2,3,4,4,3,2,2,3,2,5,5,3,5,5,3,4,5,3,4,male,50s,57,Kanto,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,3,2,3
u2djlua9,4,4,2,4,1,4,2,2,5,1,2,5,1,5,2,4,5,4,1,4,1,2,2,2,3,1,3,3,5,5,3,6,6,2,male,50s,58,Kyushu,Married,Child,10,500,24,0,Intuitive,0,Other,0,Intuitive,0,2,3,3,2,2
s1ygtor0,3,3,4,3,4,3,3,4,5,3,4,4,4,4,4,3,3,3,4,2,2,3,4,3,1,4,2,5,3,3,1,6,3,6,female,40s,47,Chubu,Married,Child,10,100,6,0,Intuitive,0,Intuitive,0,Other,0,2,2,1,1,3
5747a4pa,3,4,2,3,3,2,2,3,3,2,4,2,2,2,2,3,3,3,2,2,3,2,3,2,1,2,5,6,3,6,5,5,5,5,male,30s,31,Kinki,NotMarried,NoChild,10,5,48,0,Intuitive,1,Correct,0,Other,1,1,1,1,1,2
mfdx7tk3,4,5,2,4,2,3,4,2,3,3,3,2,1,4,4,3,3,4,2,3,2,2,2,1,2,1,5,5,5,7,7,2,6,5,male,40s,45,Tohoku,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,3,2,2
2evfqnc1,2,4,4,2,4,4,4,4,4,2,4,4,4,4,2,4,4,4,2,4,2,2,2,2,5,3,5,5,5,3,5,5,5,5,female,40s,45,Kyushu,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,2,2,2,2
538sr15v,4,3,3,4,2,4,3,2,3,3,4,3,3,4,2,3,3,2,4,4,3,4,3,2,6,3,3,5,4,4,5,5,3,5,male,40s,48,Chubu,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,2,2,1,2
66n9q8r4,3,3,3,3,3,2,3,3,3,3,3,3,2,4,3,4,3,3,3,3,3,3,3,3,3,4,2,5,4,5,5,5,3,4,male,40s,47,Chubu,NotMarried,NoChild,10,100,50,0,Intuitive,0,Intuitive,0,Other,0,2,3,2,3,3
ipkovp75,1,4,4,1,5,1,1,4,5,3,4,4,2,4,5,1,4,4,2,1,1,2,5,5,1,6,1,5,1,1,1,5,1,5,female,40s,45,Kanto,NotMarried,NoChild,5,5,24,1,Correct,1,Correct,0,Intuitive,2,1,1,3,1,4
05aitfm9,3,4,3,3,2,2,3,2,3,3,2,4,1,3,5,2,5,4,2,1,2,2,4,5,1,3,1,6,3,5,3,6,3,7,female,40s,45,Kinki,Married,NoChild,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,2,2,2,2
yns77184,5,4,1,5,1,4,5,1,4,1,1,4,2,5,1,5,4,4,1,4,1,1,1,1,1,6,7,7,6,5,7,5,3,5,male,50s,55,Kinki,Married,Child,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,2,1,1,4
hqmfldbo,3,2,3,3,4,3,3,3,3,2,4,3,3,4,3,3,2,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3,male,30s,39,Kanto,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,2,3,2
ravt4x1a,3,4,4,3,3,3,4,4,3,2,4,2,3,4,3,3,2,2,3,3,3,2,4,3,5,3,5,3,5,5,4,3,5,5,male,40s,49,Chubu,Married,Child,5,1,47,1,Correct,0,Other,1,Correct,2,0,2,2,1,2
f0u7gzkn,3,2,1,2,3,3,2,3,4,4,2,3,2,4,2,2,3,3,4,2,3,3,3,3,4,4,1,5,3,6,6,3,2,6,male,30s,38,Chugoku,Married,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,3,1,3
x6zao8ou,4,3,3,3,2,3,4,2,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,5,4,5,3,5,3,male,50s,56,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,2,1,3
fu2e60my,1,3,1,3,3,2,3,3,4,3,3,4,3,3,3,3,3,3,2,3,3,3,3,4,3,3,2,5,4,3,3,5,4,4,male,50s,57,Kinki,NotMarried,NoChild,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,3,1,1,3
knfjirua,3,4,3,5,2,2,3,2,4,1,3,5,3,5,2,5,3,3,3,4,2,4,2,2,5,3,5,6,4,3,5,1,7,4,male,over70s,70,Kanto,Married,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,3,3,4
1x6nm9tw,5,4,4,5,1,5,3,1,1,1,1,4,2,5,1,5,5,3,2,5,4,3,1,1,6,1,7,3,5,1,6,1,7,1,female,30s,39,Chubu,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,1,1,1
auska4q7,3,1,2,3,1,4,3,1,2,3,4,1,3,4,2,4,2,4,3,2,3,4,2,4,6,2,6,2,5,3,6,2,6,3,male,30s,31,Kanto,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,4,2,3
b3tvx8j5,3,3,4,4,3,3,4,4,3,2,4,3,3,4,2,4,3,3,3,3,3,3,3,4,3,2,4,5,5,4,5,4,4,5,male,40s,40,Chubu,NotMarried,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,3,3,1,3
gx7ewla6,4,4,3,4,2,4,3,2,4,2,2,3,2,4,2,4,3,3,3,4,3,2,2,2,5,3,4,5,3,3,4,5,5,5,female,30s,37,Kanto,Married,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,2,3,2,3
1viltmb6,4,5,4,4,1,4,2,1,4,1,1,4,3,5,1,5,4,4,2,5,4,2,1,1,6,5,7,7,7,4,5,2,1,1,female,40s,40,Kanto,NotMarried,NoChild,10,5,12,0,Intuitive,1,Correct,0,Other,1,1,3,3,3,1
vwovs7to,1,4,2,1,5,2,2,4,5,2,4,5,2,4,5,2,3,5,2,1,2,2,5,4,1,5,1,7,3,2,1,7,1,7,female,30s,33,Kinki,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,1,1,2
au1alcth,3,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,3,4,4,2,2,3,4,3,4,5,3,5,4,4,5,5,4,6,male,50s,51,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,3,3,4
t3rnobs0,2,4,3,1,4,1,3,4,4,3,4,4,2,3,4,2,3,3,3,1,3,3,4,3,2,4,3,5,4,4,4,3,4,6,male,50s,50,Shikoku,NotMarried,NoChild,10,5,12,0,Intuitive,1,Correct,0,Other,1,1,2,3,3,2
dxprm06l,3,5,2,4,2,3,4,2,4,2,5,4,2,3,2,2,4,5,2,2,2,2,3,2,3,3,3,6,4,5,6,6,2,2,male,40s,44,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,4,4,4,2
8whs8en3,3,4,4,3,3,3,4,3,4,4,4,4,3,3,3,4,3,4,4,2,2,3,4,3,4,5,3,5,4,5,5,5,4,6,male,50s,51,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,3,3,4
m5ltarb6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,male,50s,53,Kinki,NotMarried,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,1,1,1
aqbcv47h,2,4,2,2,4,2,2,4,5,2,2,2,2,2,4,2,4,4,2,2,2,2,4,4,3,3,5,3,3,3,3,3,5,3,male,40s,46,Tohoku,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,3,3,3
dn0p2jmy,4,4,4,5,1,4,4,1,4,1,4,2,2,5,1,5,4,3,2,4,4,3,2,1,3,1,7,5,7,7,7,3,6,2,male,40s,49,Kanto,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,3,3,4
hn77sxm1,4,4,2,4,3,4,3,3,3,2,3,3,2,4,2,4,3,3,2,4,3,2,3,2,3,2,5,4,4,5,5,5,5,5,female,30s,30,Chubu,Married,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,3,4,1,1
4wvs19t0,3,4,3,3,3,2,4,3,4,5,3,4,2,5,3,3,5,5,1,4,3,1,2,3,2,1,3,6,2,4,4,5,4,6,male,40s,46,Kanto,NotMarried,NoChild,10,5,30,0,Intuitive,1,Correct,0,Other,1,1,2,3,2,1
6rybvvw3,2,4,2,2,4,3,2,4,4,2,2,4,2,5,4,4,4,5,2,4,5,1,3,2,1,2,2,5,4,5,2,6,3,5,female,20s,26,Kinki,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,2,2,3
lq6dtzl5,3,2,4,4,2,3,4,4,5,2,4,2,4,5,2,4,2,4,3,3,4,1,4,4,3,3,5,5,4,7,6,2,5,6,male,40s,49,Kanto,NotMarried,NoChild,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,2,1,3,3
3p4hf08u,3,4,2,3,3,3,4,3,4,2,3,4,3,4,3,4,4,4,3,3,2,2,3,3,2,4,3,6,4,4,4,6,3,4,male,40s,41,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,3,2,3
kax8419r,2,4,4,2,4,2,5,4,2,5,4,2,4,2,4,2,4,4,2,2,4,2,4,4,5,2,6,6,2,2,5,5,3,6,female,30s,39,Tohoku,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,2,2,3
d79g09nl,4,4,2,4,3,2,4,2,4,3,3,4,2,4,4,4,4,3,2,2,2,3,4,3,3,4,5,6,5,4,6,6,3,3,male,30s,37,Kinki,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,3,3,4
e5pqhm7t,5,2,5,5,1,3,5,1,1,1,5,3,4,5,2,5,2,1,5,5,5,5,1,1,4,7,6,6,7,5,7,4,4,3,male,30s,37,Chugoku,NotMarried,NoChild,200,5,96,0,Other,1,Correct,0,Other,1,0,1,3,1,4
zmchbbjr,4,3,4,4,2,3,3,2,4,3,3,4,2,4,3,3,4,3,3,3,3,2,3,2,2,2,5,6,2,5,6,4,4,6,female,20s,25,Kanto,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,2,3,1,3
79vq7j0m,4,3,4,4,2,3,4,2,3,2,4,5,3,5,3,5,4,3,3,5,3,3,2,3,3,2,5,3,6,2,6,3,6,3,male,40s,43,Kyushu,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,2,3,1,3
s0d8xd72,2,4,2,4,3,2,4,2,4,3,2,4,2,3,4,2,4,4,2,3,3,2,4,4,2,5,4,5,3,5,4,3,4,4,male,50s,54,Kanto,Married,Child,10,100,47,0,Intuitive,0,Intuitive,1,Correct,1,2,2,2,3,3
flryb5gn,4,2,5,3,3,3,4,3,2,2,4,3,4,4,3,2,2,3,4,3,3,3,4,3,4,3,2,6,3,1,3,6,3,6,female,40s,45,Kanto,Married,Child,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,1,3,1
7x2lt6b9,4,4,4,4,2,2,3,2,5,2,4,5,2,4,3,3,4,4,2,2,1,2,4,5,5,2,3,4,5,5,4,6,4,7,male,40s,43,Kinki,NotMarried,Child,10,5,192,0,Intuitive,1,Correct,0,Other,1,1,3,3,2,1
2n7vsf5p,4,2,4,4,2,4,3,1,2,1,4,1,3,5,1,5,1,1,3,4,1,3,1,1,5,3,5,1,6,4,3,3,6,1,male,40s,45,Kinki,NotMarried,NoChild,10,250,24,0,Intuitive,0,Other,0,Intuitive,0,2,2,1,1,1
if5m497j,4,2,4,4,2,3,4,2,2,2,3,3,4,4,3,4,3,2,4,3,2,4,3,2,4,3,5,5,5,3,5,5,4,3,female,30s,37,Chubu,Married,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,1,3,1,3
qj5gizwc,3,4,3,4,4,1,4,3,3,1,2,5,1,4,3,2,4,3,2,1,3,3,4,3,5,4,4,4,5,4,5,3,4,4,male,40s,48,Tohoku,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,3,3,4
wepqyu14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,female,40s,49,Kinki,Married,Child,10,500,24,0,Intuitive,0,Other,0,Intuitive,0,2,3,3,3,1
26biwpay,3,4,3,2,4,1,4,4,4,5,2,4,2,2,5,1,5,4,1,1,3,2,5,5,2,5,3,6,1,4,4,5,3,7,female,40s,44,Kanto,Married,Child,200,100,24,0,Other,0,Intuitive,0,Intuitive,0,2,2,2,2,3
5cdns6xv,4,3,2,4,2,2,3,2,4,1,3,3,2,4,3,4,3,4,2,4,2,2,3,2,3,2,4,4,4,5,5,5,5,4,male,40s,42,Kanto,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,1,1,1
wwglo1b6,4,4,2,4,2,2,2,2,4,4,2,4,2,4,4,2,4,4,2,2,2,2,4,4,2,5,3,6,3,6,3,6,5,5,male,40s,40,Kinki,NotMarried,NoChild,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,1,1,1,1
